Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ConfirmandCancelpurchase,Chrome 61.0.3163.100,,2017-11-10 13:34:42,2017-11-10 13:34:50,8.729s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/PurchaseBook",Chrome 61.0.3163.100,,2017-11-10 13:34:42,2017-11-10 13:34:48,6.057s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-10 13:34:42,2017-11-10 13:34:45,2.689s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-10 13:34:45,2017-11-10 13:34:46,0.721s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:46,2017-11-10 13:34:46,0.254s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:46,2017-11-10 13:34:46,0.255s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:46,2017-11-10 13:34:47,0.249s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:47,2017-11-10 13:34:47,0.177s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:47,2017-11-10 13:34:47,0.121s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-10 13:34:47,2017-11-10 13:34:47,0.025s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 13:34:47,2017-11-10 13:34:47,0.324s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 13:34:47,2017-11-10 13:34:47,0.146s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:47,2017-11-10 13:34:48,0.189s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:48,2017-11-10 13:34:48,0.111s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-10 13:34:48,2017-11-10 13:34:48,0.012s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-10 13:34:48,2017-11-10 13:34:48,0.154s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:48,2017-11-10 13:34:48,0.181s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchaseforTestSuite",Chrome 61.0.3163.100,"continuing action after purchising one book, cancel confirmation of purchase another book",2017-11-10 13:34:48,2017-11-10 13:34:50,2.295s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:48,2017-11-10 13:34:48,0.189s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:48,2017-11-10 13:34:49,0.203s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:49,2017-11-10 13:34:49,0.219s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:49,2017-11-10 13:34:49,0.172s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:49,2017-11-10 13:34:49,0.107s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-10 13:34:49,2017-11-10 13:34:49,0.009s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:34:49,2017-11-10 13:34:49,0.186s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-10 13:34:49,2017-11-10 13:34:50,1.041s,PASSED
