Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteAddtoBasket,Chrome 61.0.3163.100,,2017-11-16 12:59:45,2017-11-16 13:00:48,1m - 2.994s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchase",Chrome 61.0.3163.100,,2017-11-16 12:59:46,2017-11-16 12:59:54,7.846s,FAILED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 12:59:46,2017-11-16 12:59:49,2.746s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-16 12:59:49,2017-11-16 12:59:50,1.148s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 12:59:50,2017-11-16 12:59:51,0.758s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:51,2017-11-16 12:59:51,0.275s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:51,2017-11-16 12:59:51,0.247s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:51,2017-11-16 12:59:52,0.231s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:52,2017-11-16 12:59:52,0.181s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:52,2017-11-16 12:59:52,0.116s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 12:59:52,2017-11-16 12:59:52,0.046s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 12:59:52,2017-11-16 12:59:52,0.270s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 12:59:52,2017-11-16 12:59:52,0.148s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:52,2017-11-16 12:59:53,0.209s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:53,2017-11-16 12:59:53,0.103s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 12:59:53,2017-11-16 12:59:53,0.011s,PASSED
takeScreenshot,Chrome 61.0.3163.100,,2017-11-16 12:59:53,2017-11-16 12:59:53,0.563s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 12:59:53,2017-11-16 12:59:54,0.377s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchaseforTestSuite",Chrome 61.0.3163.100,"continuing action after purchising one book, cancel confirmation of purchase another book",2017-11-16 12:59:54,2017-11-16 13:00:25,30.977s,FAILED
click,Chrome 61.0.3163.100,,2017-11-16 12:59:54,2017-11-16 13:00:25,30.784s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/NumberOfOneItemAddedtoTheBasket",Chrome 61.0.3163.100,,2017-11-16 13:00:25,2017-11-16 13:00:32,7.209s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 13:00:25,2017-11-16 13:00:28,2.805s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-16 13:00:28,2017-11-16 13:00:29,1.122s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 13:00:29,2017-11-16 13:00:30,0.719s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:30,2017-11-16 13:00:30,0.233s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:30,2017-11-16 13:00:30,0.242s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:30,2017-11-16 13:00:30,0.226s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:30,2017-11-16 13:00:30,0.205s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:30,2017-11-16 13:00:31,0.193s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:31,2017-11-16 13:00:31,0.193s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:31,2017-11-16 13:00:31,0.202s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,Verify number of item added to the basket,2017-11-16 13:00:31,2017-11-16 13:00:31,0.088s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 13:00:31,2017-11-16 13:00:32,0.858s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/PurchaseBook",Chrome 61.0.3163.100,,2017-11-16 13:00:32,2017-11-16 13:00:37,4.818s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 13:00:32,2017-11-16 13:00:34,1.913s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 13:00:34,2017-11-16 13:00:35,0.638s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:35,2017-11-16 13:00:35,0.248s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:35,2017-11-16 13:00:35,0.240s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:35,2017-11-16 13:00:35,0.233s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:35,2017-11-16 13:00:36,0.193s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:36,0.115s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:36,0.010s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:36,0.264s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:36,0.154s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:36,0.208s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:36,0.101s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:36,0.011s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 13:00:36,2017-11-16 13:00:37,0.162s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:37,2017-11-16 13:00:37,0.173s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/RemoveItemFromBasket",Chrome 61.0.3163.100,Cancel purchase - one item,2017-11-16 13:00:37,2017-11-16 13:00:43,5.841s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 13:00:37,2017-11-16 13:00:40,2.871s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 13:00:40,2017-11-16 13:00:41,0.666s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:41,2017-11-16 13:00:41,0.234s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:41,2017-11-16 13:00:41,0.250s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:41,2017-11-16 13:00:41,0.229s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:41,2017-11-16 13:00:41,0.186s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:41,2017-11-16 13:00:42,0.140s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 13:00:42,2017-11-16 13:00:42,0.015s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:42,2017-11-16 13:00:42,0.186s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 13:00:42,2017-11-16 13:00:42,0.054s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 13:00:42,2017-11-16 13:00:43,0.828s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/VerifyNumberOfDifferentItemsAddedToTheBasket",Chrome 61.0.3163.100,,2017-11-16 13:00:43,2017-11-16 13:00:48,4.885s,FAILED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 13:00:43,2017-11-16 13:00:45,1.923s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 13:00:45,2017-11-16 13:00:45,0.623s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:45,2017-11-16 13:00:46,0.242s,PASSED
com.acme.login.loginForm.Login,Chrome 61.0.3163.100,,2017-11-16 13:00:46,2017-11-16 13:00:46,0.321s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:46,2017-11-16 13:00:46,0.189s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:46,2017-11-16 13:00:46,0.246s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:46,2017-11-16 13:00:47,0.195s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:47,2017-11-16 13:00:47,0.225s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:47,2017-11-16 13:00:47,0.211s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 13:00:47,2017-11-16 13:00:47,0.186s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,Verify total number of two different items in the basket,2017-11-16 13:00:47,2017-11-16 13:00:48,0.387s,FAILED
