Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ConfirmandCancelpurchase,Chrome 61.0.3163.100,,2017-11-10 13:38:26,2017-11-10 13:38:37,11.375s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/PurchaseBook",Chrome 61.0.3163.100,,2017-11-10 13:38:26,2017-11-10 13:38:34,7.773s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-10 13:38:27,2017-11-10 13:38:31,4.324s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-10 13:38:31,2017-11-10 13:38:32,0.758s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:32,2017-11-10 13:38:32,0.258s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:32,2017-11-10 13:38:32,0.260s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:32,2017-11-10 13:38:33,0.218s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:33,2017-11-10 13:38:33,0.222s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:33,2017-11-10 13:38:33,0.122s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-10 13:38:33,2017-11-10 13:38:33,0.024s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 13:38:33,2017-11-10 13:38:33,0.318s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 13:38:33,2017-11-10 13:38:34,0.166s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:34,2017-11-10 13:38:34,0.217s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:34,2017-11-10 13:38:34,0.097s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-10 13:38:34,2017-11-10 13:38:34,0.015s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-10 13:38:34,2017-11-10 13:38:34,0.143s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:34,2017-11-10 13:38:34,0.181s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchaseforTestSuite",Chrome 61.0.3163.100,"continuing action after purchising one book, cancel confirmation of purchase another book",2017-11-10 13:38:34,2017-11-10 13:38:36,2.125s,FAILED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:35,2017-11-10 13:38:35,0.371s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:35,2017-11-10 13:38:35,0.159s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:35,2017-11-10 13:38:36,0.748s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:36,2017-11-10 13:38:36,0.186s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:36,2017-11-10 13:38:36,0.096s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-10 13:38:36,2017-11-10 13:38:36,0.014s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 13:38:36,2017-11-10 13:38:36,0.226s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,"Page is misssing, error message is displayed.That is the reason why this test fail.",2017-11-10 13:38:36,2017-11-10 13:38:36,0.025s,FAILED
