Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginEditForm,Chrome 61.0.3163.100,Login and edit profile,2017-11-16 11:25:02,2017-11-16 11:25:53,50.948s,FAILED
,,,,,,
Test Cases/LoginEditLogout/EditProfile,Chrome 61.0.3163.100,edit user profile,2017-11-16 11:25:03,2017-11-16 11:25:52,48.602s,FAILED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 11:25:06,2017-11-16 11:25:14,8.049s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 11:25:14,2017-11-16 11:25:16,1.720s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:25:16,2017-11-16 11:25:16,0.299s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:25:16,2017-11-16 11:25:16,0.194s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:25:16,2017-11-16 11:25:16,0.194s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:25:16,2017-11-16 11:25:17,0.351s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:25:17,2017-11-16 11:25:18,0.880s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:25:18,2017-11-16 11:25:19,1.272s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:25:19,2017-11-16 11:25:20,1.283s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:25:20,2017-11-16 11:25:52,31.642s,FAILED
