Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ConfirmandCancelpurchase,Chrome 61.0.3163.100,,2017-11-16 11:28:21,2017-11-16 11:28:29,8.130s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/PurchaseBook",Chrome 61.0.3163.100,,2017-11-16 11:28:21,2017-11-16 11:28:27,5.846s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 11:28:22,2017-11-16 11:28:25,2.811s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 11:28:25,2017-11-16 11:28:25,0.689s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:25,2017-11-16 11:28:26,0.228s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:26,2017-11-16 11:28:26,0.223s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:26,2017-11-16 11:28:26,0.203s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:26,2017-11-16 11:28:26,0.154s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:26,2017-11-16 11:28:26,0.114s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 11:28:26,2017-11-16 11:28:26,0.030s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:28:26,2017-11-16 11:28:27,0.232s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:28:27,2017-11-16 11:28:27,0.118s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:27,2017-11-16 11:28:27,0.176s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:27,2017-11-16 11:28:27,0.089s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 11:28:27,2017-11-16 11:28:27,0.010s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 11:28:27,2017-11-16 11:28:27,0.133s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:27,2017-11-16 11:28:27,0.145s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchaseforTestSuite",Chrome 61.0.3163.100,"continuing action after purchising one book, cancel confirmation of purchase another book",2017-11-16 11:28:27,2017-11-16 11:28:29,1.136s,FAILED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:28,2017-11-16 11:28:28,0.175s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:28,2017-11-16 11:28:28,0.170s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:28,2017-11-16 11:28:28,0.198s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:28,2017-11-16 11:28:28,0.154s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:28,2017-11-16 11:28:28,0.079s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 11:28:28,2017-11-16 11:28:28,0.012s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:28:28,2017-11-16 11:28:29,0.161s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,"Page is misssing, error message is displayed.That is the reason why this test fail.",2017-11-16 11:28:29,2017-11-16 11:28:29,0.024s,FAILED
