Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginEditForm,Firefox 56.0,Login and edit profile,2017-11-16 11:19:30,2017-11-16 11:20:25,54.540s,FAILED
,,,,,,
Test Cases/LoginEditLogout/EditProfile,Firefox 56.0,edit user profile,2017-11-16 11:19:32,2017-11-16 11:20:25,52.516s,FAILED
openBrowser,Firefox 56.0,,2017-11-16 11:19:34,2017-11-16 11:19:51,16.738s,PASSED
navigateToUrl,Firefox 56.0,,2017-11-16 11:19:51,2017-11-16 11:19:52,0.814s,PASSED
click,Firefox 56.0,,2017-11-16 11:19:52,2017-11-16 11:19:52,0.526s,PASSED
setText,Firefox 56.0,,2017-11-16 11:19:52,2017-11-16 11:19:53,0.221s,PASSED
setText,Firefox 56.0,,2017-11-16 11:19:53,2017-11-16 11:19:53,0.309s,PASSED
click,Firefox 56.0,,2017-11-16 11:19:53,2017-11-16 11:19:53,0.243s,PASSED
click,Firefox 56.0,,2017-11-16 11:19:53,2017-11-16 11:19:53,0.247s,PASSED
click,Firefox 56.0,,2017-11-16 11:19:53,2017-11-16 11:19:54,0.172s,PASSED
setText,Firefox 56.0,,2017-11-16 11:19:54,2017-11-16 11:19:54,0.132s,PASSED
setText,Firefox 56.0,,2017-11-16 11:19:54,2017-11-16 11:20:25,30.738s,FAILED
