Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteAddtoBasket,Chrome 61.0.3163.100,,2017-11-16 12:52:24,2017-11-16 12:53:27,1m - 3.190s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchase",Chrome 61.0.3163.100,,2017-11-16 12:52:25,2017-11-16 12:52:32,7.808s,FAILED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 12:52:25,2017-11-16 12:52:28,2.684s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-16 12:52:28,2017-11-16 12:52:29,1.146s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 12:52:29,2017-11-16 12:52:30,0.734s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:30,2017-11-16 12:52:30,0.281s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:30,2017-11-16 12:52:30,0.259s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:30,2017-11-16 12:52:30,0.236s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:30,2017-11-16 12:52:30,0.193s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:30,2017-11-16 12:52:31,0.124s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 12:52:31,2017-11-16 12:52:31,0.030s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 12:52:31,2017-11-16 12:52:31,0.294s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 12:52:31,2017-11-16 12:52:31,0.138s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:31,2017-11-16 12:52:31,0.227s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:31,2017-11-16 12:52:31,0.105s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 12:52:31,2017-11-16 12:52:31,0.010s,PASSED
takeScreenshot,Chrome 61.0.3163.100,,2017-11-16 12:52:31,2017-11-16 12:52:32,0.538s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 12:52:32,2017-11-16 12:52:32,0.386s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchaseforTestSuite",Chrome 61.0.3163.100,"continuing action after purchising one book, cancel confirmation of purchase another book",2017-11-16 12:52:32,2017-11-16 12:53:03,30.926s,FAILED
click,Chrome 61.0.3163.100,,2017-11-16 12:52:33,2017-11-16 12:53:03,30.758s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/NumberOfOneItemAddedtoTheBasket",Chrome 61.0.3163.100,,2017-11-16 12:53:03,2017-11-16 12:53:11,7.384s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 12:53:04,2017-11-16 12:53:06,2.824s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-16 12:53:06,2017-11-16 12:53:08,1.124s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 12:53:08,2017-11-16 12:53:08,0.670s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:08,2017-11-16 12:53:09,0.297s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:09,2017-11-16 12:53:09,0.264s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:09,2017-11-16 12:53:09,0.237s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:09,2017-11-16 12:53:09,0.201s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:09,2017-11-16 12:53:09,0.195s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:09,2017-11-16 12:53:10,0.205s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:10,2017-11-16 12:53:10,0.193s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,Verify number of item added to the basket,2017-11-16 12:53:10,2017-11-16 12:53:10,0.088s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 12:53:10,2017-11-16 12:53:11,0.863s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/PurchaseBook",Chrome 61.0.3163.100,,2017-11-16 12:53:11,2017-11-16 12:53:16,4.789s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 12:53:11,2017-11-16 12:53:13,1.934s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 12:53:13,2017-11-16 12:53:14,0.645s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:14,2017-11-16 12:53:14,0.251s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:14,2017-11-16 12:53:14,0.239s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:14,2017-11-16 12:53:14,0.226s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:14,2017-11-16 12:53:14,0.183s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:14,2017-11-16 12:53:15,0.106s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:15,0.011s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:15,0.262s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:15,0.150s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:15,0.202s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:15,0.098s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:15,0.017s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:15,0.149s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:15,2017-11-16 12:53:16,0.181s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/RemoveItemFromBasket",Chrome 61.0.3163.100,Cancel purchase - one item,2017-11-16 12:53:16,2017-11-16 12:53:21,5.812s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 12:53:16,2017-11-16 12:53:19,2.847s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 12:53:19,2017-11-16 12:53:19,0.634s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:19,2017-11-16 12:53:20,0.232s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:20,2017-11-16 12:53:20,0.267s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:20,2017-11-16 12:53:20,0.246s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:20,2017-11-16 12:53:20,0.181s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:20,2017-11-16 12:53:20,0.143s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 12:53:20,2017-11-16 12:53:20,0.012s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:20,2017-11-16 12:53:21,0.191s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 12:53:21,2017-11-16 12:53:21,0.051s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 12:53:21,2017-11-16 12:53:21,0.839s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/VerifyNumberOfDifferentItemsAddedToTheBasket",Chrome 61.0.3163.100,,2017-11-16 12:53:22,2017-11-16 12:53:27,4.977s,FAILED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 12:53:22,2017-11-16 12:53:24,1.938s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 12:53:24,2017-11-16 12:53:24,0.632s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:24,2017-11-16 12:53:25,0.266s,PASSED
com.acme.login.loginForm.Login,Chrome 61.0.3163.100,,2017-11-16 12:53:25,2017-11-16 12:53:25,0.321s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:25,2017-11-16 12:53:25,0.191s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:25,2017-11-16 12:53:25,0.225s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:25,2017-11-16 12:53:25,0.185s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:25,2017-11-16 12:53:26,0.246s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:26,2017-11-16 12:53:26,0.221s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 12:53:26,2017-11-16 12:53:26,0.173s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,Verify total number of two different items in the basket,2017-11-16 12:53:26,2017-11-16 12:53:27,0.396s,FAILED
