Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ConfirmandCancelpurchase,Chrome 61.0.3163.100,,2017-11-16 11:38:53,2017-11-16 11:39:07,13.966s,FAILED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/PurchaseBook",Chrome 61.0.3163.100,,2017-11-16 11:38:53,2017-11-16 11:39:04,10.778s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 11:38:55,2017-11-16 11:39:00,4.560s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 11:39:00,2017-11-16 11:39:01,1.026s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:01,2017-11-16 11:39:01,0.379s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:01,2017-11-16 11:39:01,0.236s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:01,2017-11-16 11:39:02,1.017s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:02,2017-11-16 11:39:03,0.365s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:03,2017-11-16 11:39:03,0.270s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 11:39:03,2017-11-16 11:39:03,0.044s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:39:03,2017-11-16 11:39:03,0.462s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:39:03,2017-11-16 11:39:04,0.155s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:04,2017-11-16 11:39:04,0.178s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:04,2017-11-16 11:39:04,0.082s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 11:39:04,2017-11-16 11:39:04,0.015s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 11:39:04,2017-11-16 11:39:04,0.121s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:04,2017-11-16 11:39:04,0.195s,PASSED
,,,,,,
"Test Cases/PurchaseCancel,removeBook/CancelPurchaseforTestSuite",Chrome 61.0.3163.100,"continuing action after purchising one book, cancel confirmation of purchase another book",2017-11-16 11:39:04,2017-11-16 11:39:05,1.331s,FAILED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:04,2017-11-16 11:39:05,0.185s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:05,2017-11-16 11:39:05,0.260s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:05,2017-11-16 11:39:05,0.213s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:05,2017-11-16 11:39:05,0.150s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:05,2017-11-16 11:39:05,0.086s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-11-16 11:39:05,2017-11-16 11:39:05,0.014s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:39:05,2017-11-16 11:39:05,0.166s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,"Page is misssing, error message is displayed.That is the reason why this test fail.",2017-11-16 11:39:05,2017-11-16 11:39:05,0.028s,FAILED
