Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginLogoutPhp,Firefox 56.0,login logout php,2017-11-08 15:14:43,2017-11-08 15:15:11,27.508s,PASSED
,,,,,,
Test Cases/Phpadminlogin,Firefox 56.0,php demo travel admin login,2017-11-08 15:14:44,2017-11-08 15:15:07,22.615s,PASSED
openBrowser,Firefox 56.0,,2017-11-08 15:14:47,2017-11-08 15:15:06,19.373s,PASSED
maximizeWindow,Firefox 56.0,,2017-11-08 15:15:06,2017-11-08 15:15:06,0.253s,PASSED
setText,Firefox 56.0,,2017-11-08 15:15:06,2017-11-08 15:15:07,0.334s,PASSED
setText,Firefox 56.0,,2017-11-08 15:15:07,2017-11-08 15:15:07,0.137s,PASSED
click,Firefox 56.0,,2017-11-08 15:15:07,2017-11-08 15:15:07,0.340s,PASSED
,,,,,,
Test Cases/PhpLogout,Firefox 56.0,,2017-11-08 15:15:07,2017-11-08 15:15:11,3.536s,PASSED
waitForPageLoad,Firefox 56.0,,2017-11-08 15:15:08,2017-11-08 15:15:10,2.270s,PASSED
click,Firefox 56.0,,2017-11-08 15:15:10,2017-11-08 15:15:10,0.124s,PASSED
click,Firefox 56.0,,2017-11-08 15:15:10,2017-11-08 15:15:10,0.121s,PASSED
closeBrowser,Firefox 56.0,,2017-11-08 15:15:10,2017-11-08 15:15:11,0.580s,PASSED
