Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginEditForm,Chrome 61.0.3163.100,Login and edit profile,2017-11-16 11:42:16,2017-11-16 11:42:31,14.746s,PASSED
,,,,,,
Test Cases/LoginEditLogout/EditProfile,Chrome 61.0.3163.100,edit user profile,2017-11-16 11:42:17,2017-11-16 11:42:31,13.720s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 11:42:19,2017-11-16 11:42:24,4.605s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 11:42:24,2017-11-16 11:42:25,1.478s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:42:25,2017-11-16 11:42:26,0.537s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:42:26,2017-11-16 11:42:27,0.985s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:42:27,2017-11-16 11:42:27,0.463s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:42:27,2017-11-16 11:42:28,0.551s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:42:28,2017-11-16 11:42:28,0.421s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:42:28,2017-11-16 11:42:28,0.305s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:42:28,2017-11-16 11:42:29,0.338s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:42:29,2017-11-16 11:42:29,0.152s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:42:29,2017-11-16 11:42:29,0.200s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:42:29,2017-11-16 11:42:29,0.232s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:42:29,2017-11-16 11:42:30,0.189s,PASSED
verifyElementText,Chrome 61.0.3163.100,,2017-11-16 11:42:30,2017-11-16 11:42:30,0.283s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 11:42:30,2017-11-16 11:42:31,1.360s,PASSED
