Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 61.0.3163.100,,2017-11-16 11:54:54,2017-11-16 11:54:54,0.254s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 11:54:54,2017-11-16 11:54:54,0.088s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 11:54:54,2017-11-16 11:54:54,0.059s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-16 11:54:54,2017-11-16 11:54:54,0.059s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 11:54:54,2017-11-16 11:54:55,0.943s,PASSED
,,,,,,
Test Cases/Browse Book/BrowseBookByTitle,Chrome 61.0.3163.100,,2017-11-16 11:54:55,2017-11-16 11:55:01,5.629s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 11:54:55,2017-11-16 11:54:57,1.954s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-16 11:54:57,2017-11-16 11:54:58,1.118s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 11:54:58,2017-11-16 11:54:59,0.669s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:54:59,2017-11-16 11:54:59,0.270s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:54:59,2017-11-16 11:54:59,0.179s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:54:59,2017-11-16 11:55:00,0.196s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2017-11-16 11:55:00,2017-11-16 11:55:00,0.046s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 11:55:00,2017-11-16 11:55:01,1.030s,PASSED
,,,,,,
Test Cases/Browse Book/NegativeTCBrowseBook/BrowseBookbywithSpecialCharacters,Chrome 61.0.3163.100,,2017-11-16 11:55:01,2017-11-16 11:55:06,5.620s,FAILED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 11:55:01,2017-11-16 11:55:03,2.017s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-16 11:55:03,2017-11-16 11:55:04,1.119s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 11:55:04,2017-11-16 11:55:05,0.662s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:05,2017-11-16 11:55:05,0.278s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:05,2017-11-16 11:55:05,0.130s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:55:05,2017-11-16 11:55:05,0.133s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:05,2017-11-16 11:55:06,0.363s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:06,2017-11-16 11:55:06,0.258s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,"This test case fail. Expeced result with search input  % do not match any book and the message \""There are no Books matching the search criteria...\"" has to be displayed. Actual result showing all books from Books category.",2017-11-16 11:55:06,2017-11-16 11:55:06,0.469s,FAILED
,,,,,,
Test Cases/Browse Book/SearchBook,Chrome 61.0.3163.100,,2017-11-16 11:55:06,2017-11-16 11:55:14,7.235s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-16 11:55:07,2017-11-16 11:55:09,2.847s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-16 11:55:09,2017-11-16 11:55:11,1.121s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-16 11:55:11,2017-11-16 11:55:11,0.707s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:11,2017-11-16 11:55:11,0.236s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:55:11,2017-11-16 11:55:12,0.169s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:12,2017-11-16 11:55:12,0.180s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-16 11:55:12,2017-11-16 11:55:12,0.144s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:12,2017-11-16 11:55:12,0.188s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:12,2017-11-16 11:55:12,0.179s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:12,2017-11-16 11:55:13,0.208s,PASSED
click,Chrome 61.0.3163.100,,2017-11-16 11:55:13,2017-11-16 11:55:13,0.209s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-16 11:55:13,2017-11-16 11:55:14,0.913s,PASSED
