Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginLogout,Chrome 61.0.3163.100,,2017-11-09 10:18:03,2017-11-09 10:18:11,7.277s,PASSED
,,,,,,
Test Cases/LoginAcme,Chrome 61.0.3163.100,,2017-11-09 10:18:04,2017-11-09 10:18:09,5.035s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-09 10:18:04,2017-11-09 10:18:07,2.873s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-09 10:18:07,2017-11-09 10:18:08,0.750s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:18:08,2017-11-09 10:18:08,0.329s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-09 10:18:08,2017-11-09 10:18:08,0.224s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-09 10:18:08,2017-11-09 10:18:09,0.147s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:18:09,2017-11-09 10:18:09,0.223s,PASSED
,,,,,,
Test Cases/Logout,Chrome 61.0.3163.100,,2017-11-09 10:18:09,2017-11-09 10:18:11,1.834s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:18:09,2017-11-09 10:18:09,0.187s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:18:09,2017-11-09 10:18:09,0.228s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-09 10:18:09,2017-11-09 10:18:10,0.101s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-09 10:18:10,2017-11-09 10:18:11,1.116s,PASSED
