Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginLogout,Chrome 61.0.3163.100,,2017-11-08 14:58:10,2017-11-08 14:58:17,6.805s,FAILED
,,,,,,
Test Cases/LoginAcme,Chrome 61.0.3163.100,,2017-11-08 14:58:10,2017-11-08 14:58:16,6.059s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-08 14:58:11,2017-11-08 14:58:14,2.799s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-08 14:58:14,2017-11-08 14:58:14,0.691s,PASSED
click,Chrome 61.0.3163.100,,2017-11-08 14:58:14,2017-11-08 14:58:15,0.277s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-08 14:58:15,2017-11-08 14:58:15,0.246s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-08 14:58:15,2017-11-08 14:58:15,0.167s,PASSED
click,Chrome 61.0.3163.100,,2017-11-08 14:58:15,2017-11-08 14:58:15,0.226s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-08 14:58:15,2017-11-08 14:58:16,0.989s,PASSED
,,,,,,
Test Cases/Logout,Chrome 61.0.3163.100,,2017-11-08 14:58:16,2017-11-08 14:58:17,0.273s,FAILED
click,Chrome 61.0.3163.100,,2017-11-08 14:58:16,2017-11-08 14:58:17,0.015s,FAILED
