Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginLogout,Chrome 61.0.3163.100,,2017-11-09 10:04:05,2017-11-09 10:04:12,6.632s,PASSED
,,,,,,
Test Cases/LoginAcme,Chrome 61.0.3163.100,,2017-11-09 10:04:05,2017-11-09 10:04:10,4.669s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-09 10:04:06,2017-11-09 10:04:09,2.659s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-09 10:04:09,2017-11-09 10:04:09,0.620s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:04:09,2017-11-09 10:04:09,0.268s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-09 10:04:09,2017-11-09 10:04:10,0.253s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-09 10:04:10,2017-11-09 10:04:10,0.145s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:04:10,2017-11-09 10:04:10,0.198s,PASSED
,,,,,,
Test Cases/Logout,Chrome 61.0.3163.100,,2017-11-09 10:04:10,2017-11-09 10:04:12,1.624s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:04:10,2017-11-09 10:04:11,0.219s,PASSED
click,Chrome 61.0.3163.100,,2017-11-09 10:04:11,2017-11-09 10:04:11,0.215s,PASSED
verifyTextPresent,Chrome 61.0.3163.100,,2017-11-09 10:04:11,2017-11-09 10:04:11,0.082s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-09 10:04:11,2017-11-09 10:04:12,0.897s,PASSED
